顧客名,顧客名フリガナ,固定電話,携帯電話,郵便番号,住所,商品名,メーカー名,型番,オプション1,メーカー名1,型番1,オプション2,メーカー名2,型番2,オプション3,メーカー名3,型番3,オプション4,メーカー名4,型番4,オプション5,メーカー名5,型番5,購入日,保証開始日,保証終了日,備考
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
